Station,Entries,Latitude,Longitude,Year
Sunbury,691050,-37.57909097,144.7273188,2024
Sunbury,691050,-37.57909097,144.7273188,2024
Mernda,662700,-37.602549,145.100883,2024
Mernda,662700,-37.602549,145.100883,2024
Victoria Park,659700,-37.79915782,144.9944514,2024
Victoria Park,659700,-37.79915782,144.9944514,2024
Mount Waverley,658250,-37.87525526,145.1280557,2024
Mount Waverley,658250,-37.87525526,145.1280557,2024
Auburn,650000,-37.82239831,145.0458437,2024
Auburn,650000,-37.82239831,145.0458437,2024
Glenhuntly,641550,-37.88971946,145.0422229,2024
Glenhuntly,641550,-37.88971946,145.0422229,2024
Westall,634250,-37.93849121,145.1388326,2024
Westall,634250,-37.93849121,145.1388326,2024
Ginifer,624500,-37.75751083,144.8095734,2024
Ginifer,624500,-37.75751083,144.8095734,2024
Ivanhoe,617600,-37.76889674,145.0454252,2024
Ivanhoe,617600,-37.76889674,145.0454252,2024
North Richmond,608300,-37.81039836,144.9925003,2024
North Richmond,608300,-37.81039836,144.9925003,2024
Newmarket,600650,-37.78732767,144.9289785,2024
Newmarket,600650,-37.78732767,144.9289785,2024
Keilor Plains,599750,-37.72927934,144.7937381,2024
Keilor Plains,599750,-37.72927934,144.7937381,2024
Thomastown,595700,-37.68033809,145.0142789,2024
Thomastown,595700,-37.68033809,145.0142789,2024
Union,593100,-37.823477,145.1000368,2024
Union,593100,-37.823477,145.1000368,2024
Windsor,586800,-37.85605308,144.9920352,2024
Windsor,586800,-37.85605308,144.9920352,2024
Bentleigh,586000,-37.91742457,145.0369951,2024
Bentleigh,586000,-37.91742457,145.0369951,2024
Mentone,583650,-37.9818654,145.0651659,2024
Mentone,583650,-37.9818654,145.0651659,2024
Preston,581250,-37.73867424,145.000522,2024
Preston,581250,-37.73867424,145.000522,2024
Merinda Park,577750,-38.07900048,145.2635114,2024
Merinda Park,577750,-38.07900048,145.2635114,2024
East Richmond,575900,-37.82639995,144.9970657,2024
East Richmond,575900,-37.82639995,144.9970657,2024
South Morang,569650,-37.6491588,145.0670324,2024
South Morang,569650,-37.6491588,145.0670324,2024
Mooroolbark,569250,-37.78474883,145.3124024,2024
Mooroolbark,569250,-37.78474883,145.3124024,2024
Hughesdale,555350,-37.89488129,145.0776351,2024
Hughesdale,555350,-37.89488129,145.0776351,2024
Ormond,539450,-37.90321167,145.0396134,2024
Ormond,539450,-37.90321167,145.0396134,2024
Pascoe Vale,538950,-37.73075596,144.9281956,2024
Pascoe Vale,538950,-37.73075596,144.9281956,2024
Hawthorn,531400,-37.82182601,145.0228987,2024
Hawthorn,531400,-37.82182601,145.0228987,2024
Mordialloc,529850,-38.00658295,145.0876594,2024
Mordialloc,529850,-38.00658295,145.0876594,2024
Narre Warren,522200,-38.02780932,145.3039694,2024
Narre Warren,522200,-38.02780932,145.3039694,2024
Hallam,521500,-38.01774038,145.2697768,2024
Hallam,521500,-38.01774038,145.2697768,2024
Moorabbin,520000,-37.93435329,145.0367383,2024
Moorabbin,520000,-37.93435329,145.0367383,2024
West Footscray,512550,-37.8018087,144.8853248,2024
West Footscray,512550,-37.8018087,144.8853248,2024
Lilydale,512300,-37.75551777,145.3477102,2024
Lilydale,512300,-37.75551777,145.3477102,2024
Middle Brighton,512250,-37.91513441,144.9962991,2024
Middle Brighton,512250,-37.91513441,144.9962991,2024
Coburg,511300,-37.74234502,144.9633363,2024
Coburg,511300,-37.74234502,144.9633363,2024
North Brighton,502000,-37.90488721,145.002605,2024
North Brighton,502000,-37.90488721,145.002605,2024
Roxburgh Park,498650,-37.63823121,144.9354037,2024
Roxburgh Park,498650,-37.63823121,144.9354037,2024
Pakenham,495750,-38.08061397,145.4863791,2024
Pakenham,495750,-38.08061397,145.4863791,2024
Lalor,494550,-37.66585075,145.0171932,2024
Lalor,494550,-37.66585075,145.0171932,2024
Ascot Vale,491400,-37.77530609,144.9218207,2024
Ascot Vale,491400,-37.77530609,144.9218207,2024
Collingwood,487500,-37.80452593,144.9937497,2024
Collingwood,487500,-37.80452593,144.9937497,2024
Hampton,482700,-37.93797681,145.0014706,2024
Hampton,482700,-37.93797681,145.0014706,2024
Southland,479000,-37.958758,145.049124,2024
Southland,479000,-37.958758,145.049124,2024
Armadale,469600,-37.85645238,145.0193255,2024
Armadale,469600,-37.85645238,145.0193255,2024
Ripponlea,465900,-37.87590643,144.9952366,2024
Ripponlea,465900,-37.87590643,144.9952366,2024
Boronia,462850,-37.8604518,145.2843851,2024
Boronia,462850,-37.8604518,145.2843851,2024
Sandown Park,458700,-37.95650457,145.1628259,2024
Sandown Park,458700,-37.95650457,145.1628259,2024
Tooronga,453150,-37.84936553,145.0417337,2024
Tooronga,453150,-37.84936553,145.0417337,2024
Heatherdale,448700,-37.81889537,145.2127872,2024
Heatherdale,448700,-37.81889537,145.2127872,2024
Croydon,447350,-37.79543697,145.2805978,2024
Croydon,447350,-37.79543697,145.2805978,2024
Hawksburn,447000,-37.84459087,145.0021421,2024
Hawksburn,447000,-37.84459087,145.0021421,2024
Bayswater,446150,-37.84173004,145.2681364,2024
Bayswater,446150,-37.84173004,145.2681364,2024
Fairfield,437700,-37.77917126,145.0169053,2024
Fairfield,437700,-37.77917126,145.0169053,2024
Rosanna,432900,-37.7428786,145.0661403,2024
Rosanna,432900,-37.7428786,145.0661403,2024
Kensington,421500,-37.79378022,144.9305244,2024
Kensington,421500,-37.79378022,144.9305244,2024
Oak Park,418000,-37.71794973,144.9215188,2024
Oak Park,418000,-37.71794973,144.9215188,2024
Toorak,417900,-37.85077381,145.0139086,2024
Toorak,417900,-37.85077381,145.0139086,2024
Seddon,416600,-37.80900514,144.8956716,2024
Seddon,416600,-37.80900514,144.8956716,2024
Albion,413900,-37.77765281,144.8247036,2024
Albion,413900,-37.77765281,144.8247036,2024
Bell,412250,-37.74556212,145.000155,2024
Bell,412250,-37.74556212,145.000155,2024
Highett,410950,-37.948425,145.0418718,2024
Highett,410950,-37.948425,145.0418718,2024
West Richmond,407750,-37.81494896,144.9914228,2024
West Richmond,407750,-37.81494896,144.9914228,2024
Lynbrook,407450,-38.05734118,145.2492751,2024
Lynbrook,407450,-38.05734118,145.2492751,2024
Cardinia Road,405950,-38.07129047,145.437791,2024
Cardinia Road,405950,-38.07129047,145.437791,2024
Gardiner,399400,-37.85327908,145.0516547,2024
Gardiner,399400,-37.85327908,145.0516547,2024
Jewell,395350,-37.77498702,144.9587169,2024
Jewell,395350,-37.77498702,144.9587169,2024
Tottenham,394350,-37.7992509,144.8629449,2024
Tottenham,394350,-37.7992509,144.8629449,2024
Jordanville,388950,-37.87360339,145.1120902,2024
Jordanville,388950,-37.87360339,145.1120902,2024
Holmesglen,383100,-37.87440222,145.090662,2024
Holmesglen,383100,-37.87440222,145.090662,2024
Regent,382700,-37.72840277,145.0027726,2024
Regent,382700,-37.72840277,145.0027726,2024
Gardenvale,380050,-37.89669508,145.0041684,2024
Gardenvale,380050,-37.89669508,145.0041684,2024
Greensborough,378250,-37.70395408,145.1082474,2024
Greensborough,378250,-37.70395408,145.1082474,2024
Thornbury,376150,-37.75505179,144.9985715,2024
Thornbury,376150,-37.75505179,144.9985715,2024
McKinnon,369950,-37.91030903,145.038299,2024
McKinnon,369950,-37.91030903,145.038299,2024
Anstey,365100,-37.76124203,144.960684,2024
Anstey,365100,-37.76124203,144.960684,2024
Spotswood,354600,-37.83063888,144.8859335,2024
Spotswood,354600,-37.83063888,144.8859335,2024
Chelsea,352250,-38.05195538,145.1160413,2024
Chelsea,352250,-38.05195538,145.1160413,2024
Brunswick,350600,-37.76772055,144.9595865,2024
Brunswick,350600,-37.76772055,144.9595865,2024
Eltham,344100,-37.71354967,145.147822,2024
Eltham,344100,-37.71354967,145.147822,2024
Carrum,343700,-38.07489292,145.1224183,2024
Carrum,343700,-38.07489292,145.1224183,2024
Ferntree Gully,337700,-37.88169799,145.2952513,2024
Ferntree Gully,337700,-37.88169799,145.2952513,2024
East Malvern,333800,-37.87693002,145.069393,2024
East Malvern,333800,-37.87693002,145.069393,2024
Brighton Beach,332650,-37.92648432,144.9891536,2024
Brighton Beach,332650,-37.92648432,144.9891536,2024
South Kensington,324400,-37.79953087,144.925469,2024
South Kensington,324400,-37.79953087,144.925469,2024
Seaford,320500,-38.10402104,145.1282304,2024
Seaford,320500,-38.10402104,145.1282304,2024
Laburnum,316900,-37.82078023,145.1407027,2024
Laburnum,316900,-37.82078023,145.1407027,2024
Watsonia,315600,-37.71095798,145.0837934,2024
Watsonia,315600,-37.71095798,145.0837934,2024
Macleod,314850,-37.7260123,145.0691433,2024
Macleod,314850,-37.7260123,145.0691433,2024
Macaulay,303550,-37.79426673,144.9361663,2024
Macaulay,303550,-37.79426673,144.9361663,2024
Strathmore,303300,-37.74359132,144.9273157,2024
Strathmore,303300,-37.74359132,144.9273157,2024
Keon Park,293800,-37.69487012,145.0118838,2024
Keon Park,293800,-37.69487012,145.0118838,2024
Northcote,293050,-37.76986537,144.9952772,2024
Northcote,293050,-37.76986537,144.9952772,2024
Royal Park,291800,-37.78119293,144.9523013,2024
Royal Park,291800,-37.78119293,144.9523013,2024
Ruthven,289350,-37.70789754,145.0095166,2024
Ruthven,289350,-37.70789754,145.0095166,2024
Patterson,287550,-37.92514919,145.03547,2024
Patterson,287550,-37.92514919,145.03547,2024
Merlynston,284100,-37.72093389,144.9613135,2024
Merlynston,284100,-37.72093389,144.9613135,2024
Belgrave,283100,-37.9091021,145.3552913,2024
Belgrave,283100,-37.9091021,145.3552913,2024
Coolaroo,281400,-37.66100253,144.9260556,2024
Coolaroo,281400,-37.66100253,144.9260556,2024
Flemington Bridge,273600,-37.78813995,144.9393233,2024
Flemington Bridge,273600,-37.78813995,144.9393233,2024
Moreland,273050,-37.75448484,144.961823,2024
Moreland,273050,-37.75448484,144.961823,2024
Yarraman,272450,-37.97825454,145.1916003,2024
Yarraman,272450,-37.97825454,145.1916003,2024
Glenbervie,272200,-37.74720985,144.9209387,2024
Glenbervie,272200,-37.74720985,144.9209387,2024
North Williamstown,271600,-37.85733348,144.8890695,2024
North Williamstown,271600,-37.85733348,144.8890695,2024
Ringwood East,268800,-37.81196804,145.2501909,2024
Ringwood East,268800,-37.81196804,145.2501909,2024
Canterbury,268450,-37.82448518,145.0812242,2024
Canterbury,268450,-37.82448518,145.0812242,2024
Parkdale,268050,-37.99307882,145.0763268,2024
Parkdale,268050,-37.99307882,145.0763268,2024
Upfield,264250,-37.66607779,144.9467399,2024
Upfield,264250,-37.66607779,144.9467399,2024
Altona,263300,-37.8671476,144.8296447,2024
Altona,263300,-37.8671476,144.8296447,2024
Darling,262650,-37.86895684,145.0629508,2024
Darling,262650,-37.86895684,145.0629508,2024
Glen Iris,261300,-37.85930842,145.0582249,2024
Glen Iris,261300,-37.85930842,145.0582249,2024
Dennis,260800,-37.77918729,145.0082416,2024
Dennis,260800,-37.77918729,145.0082416,2024
Alphington,249100,-37.77839363,145.0312549,2024
Alphington,249100,-37.77839363,145.0312549,2024
Aircraft,248850,-37.86660595,144.7608094,2024
Aircraft,248850,-37.86660595,144.7608094,2024
Croxton,244250,-37.764101,144.9970562,2024
Croxton,244250,-37.764101,144.9970562,2024
Kooyong,233000,-37.83992894,145.0335516,2024
Kooyong,233000,-37.83992894,145.0335516,2024
Gowrie,232350,-37.700678,144.9588743,2024
Gowrie,232350,-37.700678,144.9588743,2024
Westona,229400,-37.86516348,144.8134936,2024
Westona,229400,-37.86516348,144.8134936,2024
Batman,228750,-37.73352285,144.9628406,2024
Batman,228750,-37.73352285,144.9628406,2024
Middle Gorge,222950,-37.644062,145.09214,2024
Middle Gorge,222950,-37.644062,145.09214,2024
Burwood,221250,-37.85156328,145.0805111,2024
Burwood,221250,-37.85156328,145.0805111,2024
Jacana,213150,-37.69513079,144.9158505,2024
Jacana,213150,-37.69513079,144.9158505,2024
Officer,208600,-38.06614572,145.4109872,2024
Officer,208600,-38.06614572,145.4109872,2024
Hawkstowe,208500,-37.622992,145.097396,2024
Hawkstowe,208500,-37.622992,145.097396,2024
Ashburton,201950,-37.86196753,145.0813438,2024
Westgarth,201950,-37.7806207,144.9992332,2024
Ashburton,201950,-37.86196753,145.0813438,2024
Westgarth,201950,-37.7806207,144.9992332,2024
Edithvale,201450,-38.03805602,145.1085355,2024
Edithvale,201450,-38.03805602,145.1085355,2024
Beaconsfield,199950,-38.05083135,145.3660737,2024
Beaconsfield,199950,-38.05083135,145.3660737,2024
Heathmont,199600,-37.82832227,145.2445554,2024
Heathmont,199600,-37.82832227,145.2445554,2024
Middle Footscray,190800,-37.8025047,144.8914721,2024
Middle Footscray,190800,-37.8025047,144.8914721,2024
Heyington,189500,-37.83467244,145.0226353,2024
Heyington,189500,-37.83467244,145.0226353,2024
East Camberwell,185950,-37.82589419,145.0681902,2024
East Camberwell,185950,-37.82589419,145.0681902,2024
Chatham,183300,-37.82429952,145.0886479,2024
Chatham,183300,-37.82429952,145.0886479,2024
Upper Ferntree Gully,180450,-37.8926717,145.3075302,2024
Upper Ferntree Gully,180450,-37.8926717,145.3075302,2024
Montmorency,175700,-37.71529624,145.1215157,2024
Montmorency,175700,-37.71529624,145.1215157,2024
Kananook,173050,-38.12174203,145.1352953,2024
Kananook,173050,-38.12174203,145.1352953,2024
Aspendale,169500,-38.02722019,145.1021496,2024
Aspendale,169500,-38.02722019,145.1021496,2024
Williamstown Beach,166350,-37.86398189,144.8944837,2024
Williamstown Beach,166350,-37.86398189,144.8944837,2024
Diggers Rest,165600,-37.62701651,144.7199224,2024
Diggers Rest,165600,-37.62701651,144.7199224,2024
Williamstown,149500,-37.86775292,144.9053233,2024
Williamstown,149500,-37.86775292,144.9053233,2024
Merri,147850,-37.77784668,144.9929725,2024
Merri,147850,-37.77784668,144.9929725,2024
Fawkner,146600,-37.71462129,144.960545,2024
Fawkner,146600,-37.71462129,144.960545,2024
Flemington Racecourse,145550,-37.78720192,144.9075887,2024
Flemington Racecourse,145550,-37.78720192,144.9075887,2024
Riversdale,144000,-37.83150543,145.069646,2024
Riversdale,144000,-37.83150543,145.069646,2024
Bonbeach,141600,-38.06294478,145.1196804,2024
Bonbeach,141600,-38.06294478,145.1196804,2024
Hartwell,138050,-37.84398457,145.0755596,2024
Hartwell,138050,-37.84398457,145.0755596,2024
Eaglemont,126500,-37.76358553,145.0539427,2024
Eaglemont,126500,-37.76358553,145.0539427,2024
Rushall,123150,-37.78321711,144.9924071,2024
Rushall,123150,-37.78321711,144.9924071,2024
Showgrounds,114900,-37.7835,144.915,2024
Showgrounds,114900,-37.7835,144.915,2024
Diamond Creek,114700,-37.67329744,145.1585062,2024
Diamond Creek,114700,-37.67329744,145.1585062,2024
Darebin,112450,-37.77496341,145.038476,2024
Darebin,112450,-37.77496341,145.038476,2024
Upwey,97850,-37.90369097,145.3313334,2024
Upwey,97850,-37.90369097,145.3313334,2024
Alamein,96200,-37.86832039,145.0796557,2024
Alamein,96200,-37.86832039,145.0796557,2024
Seaholme,93100,-37.86784231,144.8409577,2024
Seaholme,93100,-37.86784231,144.8409577,2024
Hurstbridge,75700,-37.63939817,145.1920169,2024
Hurstbridge,75700,-37.63939817,145.1920169,2024
Willison,73100,-37.83571565,145.0702976,2024
Willison,73100,-37.83571565,145.0702976,2024
East Pakenham,54500,-38.084284,145.506311,2024
East Pakenham,54500,-38.084284,145.506311,2024
Tecoma,47250,-37.90811849,145.3429946,2024
Tecoma,47250,-37.90811849,145.3429946,2024
Wattle Glen,27200,-37.66396792,145.1816145,2024
Wattle Glen,27200,-37.66396792,145.1816145,2024
Hastings,10850,-38.30565853,145.1859799,2024
Hastings,10850,-38.30565853,145.1859799,2024
Bittern,8800,-38.33739032,145.1780265,2024
Bittern,8800,-38.33739032,145.1780265,2024
Somerville,8050,-38.22534196,145.1762449,2024
Somerville,8050,-38.22534196,145.1762449,2024
Crib Point,7900,-38.36612338,145.2040433,2024
Crib Point,7900,-38.36612338,145.2040433,2024
Stony Point,6950,-38.37423454,145.2218375,2024
Stony Point,6950,-38.37423454,145.2218375,2024
Leawarra,5500,-38.152034,145.139534,2024
Leawarra,5500,-38.152034,145.139534,2024
Tyabb,4050,-38.259815,145.1864007,2024
Tyabb,4050,-38.259815,145.1864007,2024
Morradoo,3400,-38.35403334,145.1896025,2024
Morradoo,3400,-38.35403334,145.1896025,2024
Baxter,2500,-38.19404306,145.1605261,2024
Baxter,2500,-38.19404306,145.1605261,2024
